,student_id,avg_time,taken_quiz,exam_quiz,hub_quiz,purchased
85,258936,12.75,0,0,0,0
86,258939,10.8,0,0,0,0
87,258940,5.55,0,0,0,0
88,258947,0.1,0,0,0,0
89,258951,12.942857142857145,1,1,0,0
90,258954,3.4,0,0,0,0
91,258955,38.35,1,1,0,1
92,258956,42.17058823529412,1,1,0,1
93,258957,3.6,0,0,0,0
94,258959,0.1,0,0,0,0
95,258960,3.4,0,0,0,0
96,258962,0.1,0,0,0,0
97,258965,1.5,0,0,0,0
98,258967,2.8,0,0,0,0
99,258969,5.2,0,0,0,0
100,258970,33.9,1,0,0,0
101,258971,16.81,1,1,0,1
102,258973,20.3,0,0,0,0
103,258974,20.9,1,0,0,0
104,258979,0.75,0,0,0,0
105,258980,33.87,1,1,0,1
106,258982,0.1,0,0,0,0
107,258984,22.878947368421052,1,1,0,1
108,258987,0.3,0,0,0,0
109,258989,0.3,0,0,0,0
110,258991,5.6,0,0,0,0
111,258993,0.3,0,0,0,0
112,258994,31.7,1,0,0,0
113,258996,13.066666666666668,1,0,0,0
114,258997,8.4,1,0,0,0
115,258998,0.3,0,0,0,0
116,258999,0.5,0,0,0,0
117,259000,19.1,1,0,0,0
118,259001,3.95,0,0,0,0
119,259002,17.433333333333334,1,0,0,0
120,259005,0.65,0,0,0,0
121,259008,1.1,0,0,0,0
122,259011,37.98627450980392,1,1,0,0
123,259012,20.599999999999998,0,1,0,0
124,259014,2.4,0,0,0,0
125,259015,24.916666666666668,1,0,0,0
126,259017,1.1,0,0,0,0
127,259018,0.7,0,0,0,0
128,259019,16.938461538461535,1,1,0,0
129,259020,5.8,1,0,0,0
130,259022,1.2,0,0,0,0
131,259024,13.5,1,0,0,0
132,259025,2.3,1,0,0,0
133,259026,20.220689655172414,1,1,0,1
134,259028,25.54285714285714,1,0,0,1
135,259029,10.4,1,0,0,0
136,259032,30.7,0,0,0,0
137,259033,3.3,0,0,0,0
138,259034,8.575,1,0,0,0
139,259035,1.1,0,0,0,0
140,259036,6.5,0,0,0,0
141,259039,30.93846153846154,1,1,0,1
142,259040,0.1,0,0,0,0
143,259041,0.2,0,0,0,0
144,259042,38.92,1,1,0,0
145,259043,5.5,1,1,0,0
146,259045,2.2,0,0,0,0
147,259046,141.2,0,1,0,0
148,259047,13.6,1,0,0,0
149,259048,0.6,0,0,0,0
150,259051,0.4,0,0,0,0
151,259054,13.9,1,0,0,1
152,259055,2.0,0,0,0,0
153,259056,0.5,0,0,0,0
154,259057,8.4,1,0,0,0
155,259058,1.2,0,0,0,0
156,259059,4.3,0,0,0,0
157,259060,10.066666666666666,1,0,0,0
158,259062,9.5,1,0,0,0
159,259063,4.7,0,0,0,0
160,259065,0.4,0,0,0,0
161,259067,59.8,1,1,0,0
162,259068,23.3,1,0,0,0
163,259069,1.0,1,0,0,0
164,259070,37.636842105263156,1,0,0,1
165,259071,26.8,1,0,0,0
166,259072,1.8,0,0,0,0
167,259077,10.2,0,0,0,0
168,259078,0.9,0,0,0,0
169,259079,0.2,0,0,0,0
170,259080,52.133333333333326,1,1,0,0
171,259084,8.5,0,0,0,0
172,259085,0.9,0,0,0,0
173,259086,5.3,0,0,0,0
174,259088,21.625,1,1,0,0
175,259090,10.0,1,0,0,0
176,259093,49.55,0,1,0,0
177,259095,0.1,0,0,0,0
178,259097,12.2,1,0,0,0
179,259098,10.05,1,0,0,0
180,259099,1.1,0,0,0,0
181,259101,0.9500000000000001,0,0,0,0
182,259102,0.2,0,0,0,0
183,259103,13.7,0,0,0,0
184,259104,0.7,0,0,0,0
185,259105,18.285714285714285,1,1,0,0
186,259106,38.162666666666674,1,1,0,1
187,259108,7.025,1,0,0,0
188,259110,22.866666666666664,1,1,0,0
189,259113,0.4,1,0,0,0
190,259114,2.0,0,0,0,0
191,259115,0.7,0,0,0,0
192,259116,37.9,1,0,0,0
193,259118,24.525000000000002,1,1,0,0
194,259121,30.0,1,1,0,0
195,259123,22.0,1,0,0,0
196,259125,5.6,1,0,0,0
197,259126,4.9,0,0,0,0
198,259127,2.1,0,0,0,0
199,259132,1.9666666666666668,0,0,0,0
200,259133,2.4,0,0,0,0
201,259134,13.6,1,0,0,0
202,259137,6.0,0,0,0,0
203,259138,12.6,0,0,0,0
204,259143,12.100000000000001,1,0,0,0
205,259144,3.0,0,0,0,0
206,259145,0.3,0,0,0,0
207,259146,3.3,0,0,0,0
208,259149,38.2,1,0,0,0
209,259150,0.2,0,0,0,0
210,259152,5.35,1,0,0,0
211,259155,53.98571428571427,1,1,0,0
212,259156,2.4,0,0,0,0
213,259158,0.5,0,0,0,0
214,259160,1.0,0,1,0,0
215,259164,0.7,0,0,0,0
216,259165,0.2,0,0,0,0
217,259167,5.25,1,0,0,0
218,259170,1.2,0,0,0,0
219,259171,45.385714285714286,1,1,0,1
220,259172,7.4,1,0,0,0
221,259174,52.86947368421054,1,1,1,1
222,259178,14.799999999999999,1,1,0,0
223,259180,12.524999999999999,0,0,0,0
224,259181,0.1,0,0,0,0
225,259183,9.15,1,0,0,0
226,259184,0.1,0,0,0,0
227,259187,4.75,1,0,0,0
228,259188,4.3,1,0,0,0
229,259190,6.3,1,0,0,1
230,259191,1.0,0,0,0,0
231,259192,0.4,0,0,0,0
232,259195,32.2,1,0,0,0
233,259196,3.2,0,0,0,0
234,259198,7.499999999999999,0,0,0,0
235,259199,19.4,1,0,0,0
236,259201,2.0,0,0,0,0
237,259203,7.85,1,0,0,0
238,259204,0.3,0,0,0,0
239,259205,4.9,1,0,0,0
240,259207,0.5,0,0,0,0
241,259209,40.88333333333333,1,1,0,1
242,259210,21.799999999999997,1,0,0,0
243,259211,11.225,1,0,0,0
244,259213,1.4,0,0,0,0
245,259214,0.2,0,1,0,0
246,259217,8.2,1,0,0,0
247,259222,0.1,0,0,0,0
248,259223,0.7,0,0,0,0
249,259225,0.6,0,0,0,0
250,259226,3.15,0,1,0,0
251,259229,0.6749999999999999,0,0,0,0
252,259231,0.1,0,0,0,0
253,259232,34.7,0,1,0,0
254,259233,68.8,1,1,0,0
255,259239,25.65,1,1,0,0
256,259240,1.3,0,0,0,0
257,259242,9.2,1,0,0,0
258,259244,110.0,1,0,0,0
259,259246,30.9,1,0,0,0
260,259247,37.6,0,1,0,0
261,259250,6.5,0,0,0,0
262,259254,10.85,1,0,0,0
263,259258,31.827272727272717,1,1,0,1
264,259260,19.02,1,1,0,1
265,259261,8.3,1,0,0,0
266,259262,23.095348837209304,1,1,1,1
267,259264,32.25,1,1,0,0
268,259266,10.8,0,1,0,0
269,259267,11.5,1,0,0,0
270,259268,69.68499999999999,1,1,0,1
271,259269,12.05,1,0,0,0
272,259271,6.55,1,1,0,0
273,259273,13.85,1,0,0,1
274,259274,0.6,0,0,0,0
275,259275,0.5,0,0,0,0
276,259276,19.2,0,1,0,0
277,259278,11.25,1,0,0,0
278,259283,17.799019607843142,1,1,1,1
279,259284,47.833333333333336,1,1,0,0
280,259286,1.1,0,0,0,0
281,259289,35.4,1,0,0,0
282,259297,47.78,1,1,0,0
283,259298,1.9,0,0,0,0
284,259299,6.6,1,0,0,0
285,259300,18.812,1,1,0,1
286,259305,35.706250000000004,1,1,0,1
287,259306,0.3,0,0,0,0
288,259307,1.6,0,0,0,0
289,259311,0.3,0,0,0,0
290,259315,0.6,0,0,0,0
291,259316,0.2,0,0,0,0
292,259317,8.266666666666667,0,0,0,0
293,259318,102.1,1,1,0,0
294,259319,0.1,0,0,0,0
295,259322,43.8,1,0,0,0
296,259325,0.1,0,0,0,0
297,259326,2.9,0,0,0,0
298,259328,31.599999999999998,1,1,0,0
299,259329,0.55,0,0,0,0
300,259333,15.4,0,0,0,0
301,259337,0.1,0,0,0,0
302,259343,11.0,1,0,0,0
303,259344,8.8,1,0,0,0
304,259345,13.0,1,0,0,0
305,259349,1.7,0,0,0,0
306,259350,73.14,1,0,0,0
307,259351,0.7999999999999999,0,0,0,0
308,259354,24.13333333333333,1,0,0,0
309,259355,0.1,0,0,0,0
310,259356,4.050000000000001,0,0,0,0
311,259360,3.1,0,0,0,0
312,259361,34.016666666666666,1,1,0,1
313,259364,10.475000000000001,1,0,0,0
314,259365,0.4,0,0,0,0
315,259366,34.2,1,1,0,0
316,259371,0.3,1,0,0,0
317,259372,1.5,0,0,0,0
318,259374,39.3,1,0,0,0
319,259378,13.2,1,0,0,0
320,259379,0.1,0,0,0,0
321,259382,1.2,0,0,0,0
322,259383,5.075,1,0,0,0
323,259384,22.3,0,1,0,0
324,259385,2.2,0,0,0,0
325,259386,0.2,0,0,0,0
326,259387,2.2,0,0,0,0
327,259388,0.2,0,0,0,0
328,259390,18.65,1,0,0,0
329,259393,10.414285714285715,1,1,0,0
330,259395,15.1,1,0,0,0
331,259398,59.68333333333333,1,1,0,0
332,259400,23.5,0,1,0,0
333,259401,32.400000000000006,1,1,0,0
334,259402,2.6,1,0,0,0
335,259407,2.2,0,0,0,0
336,259408,69.28571428571429,1,1,0,1
337,259410,12.3,1,0,0,0
338,259412,7.1499999999999995,0,0,0,0
339,259418,5.279999999999999,1,0,0,0
340,259421,0.1,0,0,0,0
341,259422,1.4000000000000001,0,0,0,0
342,259424,0.5,0,0,0,0
343,259426,9.466666666666667,1,0,0,0
344,259427,10.17272727272727,1,0,0,0
345,259429,22.319999999999993,1,1,0,1
346,259433,10.6,1,0,0,0
347,259435,21.650000000000002,1,0,0,0
348,259436,26.066666666666666,0,0,0,0
349,259437,16.533333333333335,0,0,0,1
350,259440,3.5,0,0,0,0
351,259441,9.1,1,0,0,0
352,259442,3.9,0,0,0,0
353,259443,0.1,0,0,0,0
354,259445,46.05,1,1,0,0
355,259446,27.8,1,0,0,0
356,259447,66.60000000000001,1,1,0,1
357,259451,27.799999999999997,1,1,0,0
358,259452,0.1,0,0,0,0
359,259454,25.724999999999998,0,1,0,0
360,259456,0.1,0,0,0,0
361,259457,14.8,1,0,0,0
362,259458,0.5,0,0,0,0
363,259459,0.8,0,0,0,0
364,259460,2.425,1,0,0,0
365,259462,28.299999999999997,1,1,0,0
366,259463,0.1,0,0,0,0
367,259464,26.8,1,0,0,1
368,259465,32.3,1,0,0,0
369,259473,20.416666666666668,0,0,0,1
370,259474,13.266666666666667,1,0,0,0
371,259476,15.133333333333333,1,0,0,1
372,259477,1.2,0,0,0,0
373,259478,12.8,0,0,0,0
374,259480,0.1,0,0,0,0
375,259482,85.78,1,1,0,0
376,259483,5.736842105263156,1,1,0,1
377,259484,0.1,0,0,0,0
378,259485,0.1,0,0,0,0
379,259486,9.22,1,1,0,1
380,259487,36.8,1,0,0,0
381,259488,0.9,0,0,0,0
382,259489,44.8,1,0,0,0
383,259490,1.1,0,0,0,0
384,259491,35.233333333333334,1,1,0,1
385,259494,59.04374999999999,1,1,0,1
386,259496,2.4,0,0,0,0
387,259497,5.0,0,0,0,0
388,259501,0.1,0,0,0,0
389,259503,3.65,0,0,0,0
390,259504,60.39791666666667,1,1,0,1
391,259506,39.473333333333336,1,0,0,1
392,259507,0.1,0,0,0,0
393,259510,16.815384615384616,1,1,0,1
394,259513,9.7,1,0,0,0
395,259515,1.8,0,0,0,0
396,259517,2.3,0,0,0,0
397,259518,7.859999999999999,1,0,0,0
398,259519,18.32,1,1,0,0
399,259520,3.0,0,0,0,0
400,259523,24.524999999999995,1,1,0,1
401,259524,56.2764705882353,1,1,1,1
402,259525,7.5,1,0,0,0
403,259528,1.1,1,0,0,0
404,259529,0.2,0,0,0,0
405,259530,2.1,0,0,0,0
406,259533,50.484000000000016,1,1,0,1
407,259534,5.199999999999999,1,0,0,1
408,259535,0.3,0,0,0,0
409,259536,0.3,0,0,0,0
410,259537,0.8,0,0,0,0
411,259538,2.2,0,0,0,0
412,259541,0.3,0,0,0,0
413,259545,11.1,1,0,0,0
414,259547,13.4,1,0,0,0
415,259548,38.9,1,0,0,0
416,259549,46.21333333333334,1,1,0,1
417,259557,17.2,1,0,0,0
418,259558,0.4,0,0,0,0
419,259559,7.4,1,0,0,0
420,259560,1.9,1,0,0,0
421,259561,8.6,1,0,0,0
422,259564,9.7,0,0,0,0
423,259565,5.4,0,0,0,0
424,259567,1.3,0,0,0,0
425,259568,18.34,1,1,0,0
426,259570,3.9,0,0,0,0
427,259572,17.3,0,0,0,0
428,259573,12.8,0,1,0,0
429,259574,6.733333333333334,1,0,0,0
430,259575,30.95,1,1,0,0
431,259577,1.0,0,0,0,0
432,259579,0.5,0,0,0,0
433,259581,10.35,1,0,0,0
434,259582,0.1,0,0,0,0
435,259587,0.5,0,0,0,0
436,259589,0.4,0,0,0,0
437,259590,29.549999999999997,1,1,0,0
438,259593,0.1,0,0,0,0
439,259596,1.5,0,0,0,0
440,259601,24.2,1,0,0,0
441,259602,1.9,0,0,0,0
442,259603,13.7,0,1,0,0
443,259606,1.35,0,0,0,0
444,259607,2.4,0,0,0,0
445,259608,0.1,0,0,0,0
446,259610,0.2,0,0,0,0
447,259611,7.25,1,0,0,0
448,259613,22.8,1,0,0,0
449,259614,7.640000000000001,0,0,0,1
450,259619,1.4,0,0,0,0
451,259620,11.9,1,0,0,0
452,259622,41.349999999999994,1,1,0,0
453,259623,8.0,1,0,0,0
454,259624,6.8999999999999995,1,0,0,0
455,259630,0.2,0,0,0,0
456,259634,21.7,1,0,0,0
457,259635,21.15,1,0,0,1
458,259638,3.6,0,0,0,0
459,259640,11.25,1,0,0,0
460,259642,8.8,0,0,0,0
461,259644,2.3,0,0,0,0
462,259645,4.4,0,0,0,0
463,259652,34.900000000000006,1,0,0,0
464,259654,5.126666666666665,1,1,0,0
465,259655,12.0,1,0,0,0
466,259657,70.08888888888889,1,1,0,1
467,259659,21.9,1,0,0,0
468,259662,6.6,0,0,0,0
469,259664,40.3,1,1,0,1
470,259666,0.3,0,0,0,0
471,259668,2.0,0,0,0,0
472,259670,1.3,0,0,0,0
473,259672,2.2,0,0,0,0
474,259676,5.6,0,0,0,0
475,259678,19.7,1,0,0,0
476,259679,1.8,0,0,0,0
477,259680,49.5,1,0,0,0
478,259682,68.6,1,0,0,0
479,259683,72.1,1,0,0,0
480,259684,15.733333333333333,1,1,0,1
481,259685,45.7,1,0,0,0
482,259688,0.4,0,0,0,0
483,259689,7.3,0,0,0,1
484,259692,31.2,0,0,0,0
485,259695,11.9,1,0,0,0
486,259697,19.7,0,0,0,0
487,259702,90.49090909090908,1,1,0,1
488,259703,8.8,0,0,0,0
489,259704,36.43333333333333,1,1,0,0
490,259705,0.1,0,0,0,0
491,259706,15.924999999999999,1,1,0,0
492,259708,0.3,0,0,0,0
493,259710,0.8,0,0,0,0
494,259711,30.15,1,1,0,0
495,259712,9.0,1,0,0,0
496,259715,11.9625,1,0,0,0
497,259719,0.1,0,0,0,0
498,259723,0.7,0,0,0,0
499,259724,3.9000000000000004,0,0,0,0
500,259726,2.1,0,0,0,0
501,259727,25.731578947368416,1,0,0,1
502,259728,25.0,0,0,0,0
503,259729,15.6,1,0,0,0
504,259730,11.774999999999999,1,0,0,0
505,259731,14.227272727272727,1,1,0,1
506,259732,6.6,1,0,0,0
507,259736,0.7,0,0,0,0
508,259737,0.1,0,0,0,0
509,259739,20.366666666666667,1,1,0,0
510,259742,3.4,0,0,0,0
511,259744,6.449999999999999,1,0,0,0
512,259745,27.85,1,0,0,0
513,259748,2.3,0,0,0,0
514,259749,0.2,0,0,0,0
515,259750,30.5,0,0,0,0
516,259752,18.05,0,0,0,0
517,259753,1.2,0,0,0,0
518,259755,3.9,0,0,0,0
519,259756,22.722222222222218,1,1,0,0
520,259759,1.2,0,0,0,0
521,259760,0.6,0,0,0,0
522,259761,74.46666666666665,1,1,0,0
523,259762,18.1,1,0,0,0
524,259763,3.2,0,0,0,0
525,259765,0.1,0,0,0,0
526,259766,33.5,1,0,0,0
527,259767,33.83982300884955,1,1,1,1
528,259768,11.2,1,0,0,0
529,259777,31.592857142857145,1,1,0,1
530,259779,1.2,0,0,0,0
531,259781,19.325,1,1,0,1
532,259784,18.8,1,0,0,0
533,259787,4.8,0,0,0,0
534,259789,1.7,0,0,0,0
535,259790,1.7,0,0,0,0
536,259792,3.9,0,0,0,0
537,259795,32.0,1,0,0,0
538,259796,15.9,1,0,0,0
539,259799,4.6,0,0,0,0
540,259800,1.6,0,0,0,0
541,259804,12.075000000000001,1,0,0,0
542,259805,30.349999999999998,1,0,0,0
543,259809,15.0,1,0,0,0
544,259810,9.0,0,0,0,0
545,259815,29.399999999999995,0,0,0,0
546,259816,1.6,0,0,0,0
547,259817,3.3000000000000003,0,0,0,0
548,259818,19.4,1,0,0,0
549,259819,15.300000000000002,0,0,0,0
550,259823,1.2,0,0,0,0
551,259825,2.5,0,0,0,0
552,259827,0.7,0,0,0,0
553,259829,5.6,0,0,0,0
554,259832,27.2,1,0,0,0
555,259833,1.0,0,0,0,0
556,259834,6.516666666666667,1,0,0,1
557,259838,27.4,1,0,0,0
558,259840,32.7,1,0,0,0
559,259841,0.7666666666666666,0,0,0,0
560,259843,11.600000000000001,1,0,0,0
561,259846,48.65999999999999,1,1,0,1
562,259847,1.3,1,0,0,0
563,259848,0.1,0,0,0,0
564,259850,0.5,0,0,0,0
565,259855,16.47142857142857,0,0,0,0
566,259859,22.0,1,1,0,0
567,259860,51.21764705882353,1,1,1,1
568,259862,6.6,1,0,0,1
569,259865,33.621875,1,1,0,1
570,259867,12.9,1,0,0,0
571,259868,0.39999999999999997,0,0,0,0
572,259869,0.2,0,0,0,0
573,259870,60.59090909090908,1,1,0,1
574,259872,4.4750000000000005,1,0,0,0
575,259873,0.6,0,0,0,0
576,259874,5.5,1,0,0,0
577,259875,71.7,1,1,0,0
578,259878,12.95,1,0,0,0
579,259879,0.4,0,0,0,0
580,259881,6.3,0,0,0,0
581,259882,2.1,0,0,0,0
582,259883,0.6,0,0,0,0
583,259884,36.25833333333334,1,1,0,1
584,259885,2.6,0,0,0,0
585,259887,5.6,0,0,0,0
586,259889,3.6999999999999997,1,0,0,0
587,259890,29.75,1,1,0,0
588,259892,18.65,1,0,0,0
589,259893,8.6,0,0,0,0
590,259894,1.4,0,0,0,0
591,259896,1.1,0,0,0,0
592,259900,0.5,0,0,0,0
593,259902,5.42,1,0,0,0
594,259912,1.1,0,0,0,0
595,259913,0.2,0,0,0,0
596,259915,1.95,0,0,0,0
597,259916,2.2,1,0,0,0
598,259920,15.0,1,0,0,0
599,259922,0.1,0,0,0,0
600,259923,20.7,0,0,0,0
601,259926,42.4,0,0,0,0
602,259927,36.575,1,0,0,0
603,259930,1.6,0,0,0,0
604,259931,1.9,0,0,0,0
605,259932,0.4,0,0,0,0
606,259938,32.392307692307696,1,1,0,1
607,259940,44.3,0,1,0,0
608,259941,0.1,0,0,0,0
609,259942,1.9,0,0,0,0
610,259950,0.4,0,0,0,0
611,259952,18.1,1,1,0,1
612,259953,41.58749999999999,1,1,0,1
613,259955,0.2,0,0,0,0
614,259957,49.5,0,1,0,0
615,259959,21.834782608695644,1,1,0,1
616,259960,0.9,0,0,0,0
617,259961,0.3,0,0,0,0
618,259964,0.2,0,0,0,0
619,259965,57.725,1,1,0,1
620,259967,15.900000000000002,1,1,0,0
621,259969,12.057142857142859,1,1,0,1
622,259970,0.9,0,0,0,0
623,259972,20.5,1,1,0,0
624,259973,9.3,1,0,0,1
625,259975,11.2,1,0,0,0
626,259976,30.8,1,1,0,0
627,259978,6.0200000000000005,0,0,0,0
628,259979,0.2,0,0,0,0
629,259980,0.6,0,0,0,0
630,259981,16.5,0,1,0,0
631,259982,6.2,1,0,0,0
632,259983,42.2,1,1,0,0
633,259986,21.0,0,0,0,0
634,259987,1.2,1,0,0,0
635,259990,5.1000000000000005,1,0,0,0
636,259991,18.9,1,0,0,0
637,259992,82.9,1,1,0,0
638,259995,32.65,1,0,0,0
639,259996,32.31063829787235,1,1,0,1
640,259997,2.0,0,0,0,0
641,259999,8.9,0,0,0,0
642,260000,5.8,1,0,0,0
643,260001,1.5,0,0,0,0
644,260002,22.2,0,1,0,0
645,260005,0.1,0,0,0,0
646,260006,10.7,0,0,0,0
647,260008,0.1,0,0,0,0
648,260009,2.3,0,0,0,0
649,260013,0.5,0,0,0,0
650,260014,88.3,1,0,0,0
651,260015,11.22,1,1,0,0
652,260016,3.9,0,0,0,0
653,260020,12.4,1,0,0,0
654,260021,2.1,0,0,0,0
655,260023,1.0,1,0,0,0
656,260024,32.010000000000005,1,1,0,1
657,260026,0.2,0,0,0,0
658,260027,0.2,0,0,0,0
659,260028,0.5,0,0,0,0
660,260029,28.235714285714288,1,1,0,1
661,260031,17.25,1,0,0,0
662,260032,12.2,1,0,0,0
663,260033,17.687499999999996,1,0,0,1
664,260035,0.1,0,0,0,0
665,260037,3.4000000000000004,1,0,0,0
666,260038,7.349999999999999,1,1,0,0
667,260042,42.360000000000014,1,1,0,1
668,260043,30.7,0,0,0,0
669,260045,1.1,0,0,0,0
670,260049,64.6,1,1,0,0
671,260050,0.1,0,0,0,0
672,260053,11.366666666666667,0,0,0,0
673,260054,108.9,1,1,0,0
674,260056,48.3,0,1,0,0
675,260060,12.625,1,0,0,0
676,260062,18.342857142857145,1,1,0,0
677,260064,22.35,1,0,0,0
678,260069,24.4,1,0,0,0
679,260070,20.549999999999997,1,0,0,0
680,260072,0.1,0,0,0,0
681,260075,29.5,0,1,0,0
682,260076,27.45,1,0,0,0
683,260077,11.8,1,0,0,0
684,260083,0.1,0,0,0,0
685,260084,7.4,0,0,0,0
686,260085,0.4,0,0,0,0
687,260086,10.8,1,0,0,0
688,260089,0.7,0,0,0,0
689,260091,0.7,0,0,0,0
690,260092,24.0,1,0,0,0
691,260094,0.1,0,0,0,0
692,260095,19.15,0,0,0,0
693,260097,4.5,1,0,0,0
694,260102,1.2,0,0,0,0
695,260108,6.6,1,0,0,0
696,260109,0.9,0,0,0,0
697,260111,67.70434782608694,1,1,0,1
698,260112,23.3,0,1,0,0
699,260115,2.9,0,0,0,0
700,260116,3.4499999999999997,1,0,0,0
701,260117,12.35,1,0,0,0
702,260119,38.5,1,0,0,0
703,260122,10.1,1,0,0,0
704,260123,18.1,1,0,0,0
705,260125,3.9,0,0,0,0
706,260126,60.210714285714275,1,1,0,1
707,260129,4.6,0,0,0,0
708,260130,27.75714285714286,1,1,0,0
709,260131,1.7,0,0,0,0
710,260132,52.05909090909092,1,1,0,1
711,260133,1.3,0,0,0,0
712,260134,1.5,0,0,0,0
713,260135,6.7,0,0,0,0
714,260136,0.9,0,0,0,0
715,260138,0.2,0,0,0,0
716,260142,15.0,1,0,0,0
717,260145,0.4,0,0,0,0
718,260150,13.3,0,0,0,0
719,260151,5.6,0,0,1,0
720,260152,0.1,0,0,0,0
721,260153,10.533333333333333,1,0,0,0
722,260155,0.8,0,0,0,0
723,260158,5.5,0,0,0,0
724,260159,10.95,1,0,0,0
725,260160,15.725000000000001,1,1,0,0
726,260162,3.25,1,0,0,0
727,260164,43.41818181818182,1,1,0,1
728,260165,31.549999999999997,0,0,0,0
729,260168,30.343076923076925,1,1,0,1
730,260169,9.6,1,1,0,0
731,260171,1.2,0,0,0,0
732,260172,1.6,0,1,0,0
733,260173,31.279365079365075,1,1,1,1
734,260175,0.1,0,0,0,0
735,260176,31.4,1,0,0,1
736,260178,2.4,1,0,0,0
737,260180,48.8,0,1,0,1
738,260181,17.84,1,1,0,1
739,260183,15.9,1,0,0,0
740,260184,0.1,0,1,0,0
741,260186,0.2,0,0,0,0
742,260190,14.525,1,1,0,0
743,260192,26.678260869565225,1,1,1,1
744,260193,6.6,0,0,0,0
745,260194,0.7,0,0,0,0
746,260198,10.5,0,0,0,0
747,260200,37.232352941176465,1,1,0,0
748,260203,35.8,1,0,0,0
749,260205,9.450000000000001,1,0,0,0
750,260208,4.7,0,0,0,0
751,260209,1.3,0,0,0,0
752,260211,30.855,1,1,0,1
753,260212,43.1,1,1,0,0
754,260215,3.3,0,0,0,0
755,260216,16.875,1,1,0,1
756,260217,23.300000000000004,1,1,0,1
757,260220,2.4,0,0,0,0
758,260224,0.6,0,0,0,0
759,260226,16.0,1,1,0,0
760,260228,56.6,1,1,0,0
761,260230,29.8,0,1,0,0
762,260233,1.0,0,0,0,0
763,260237,9.833333333333334,0,1,0,0
764,260238,0.1,0,0,0,0
765,260239,5.2,1,0,0,0
766,260241,0.1,0,0,0,0
767,260242,8.6,1,0,0,0
768,260244,0.2,0,0,0,0
769,260247,7.75,1,0,0,0
770,260252,8.1,0,0,0,0
771,260254,0.3,0,0,0,0
772,260256,15.3,1,0,0,0
773,260265,46.075,0,1,0,0
774,260266,0.9,0,0,0,0
775,260267,32.1,1,0,0,0
776,260269,20.0,1,0,0,0
777,260270,11.2,1,0,0,0
